statement,source,link,veracity,tokens
"Says Patrick Morrisey ""ran for Congress in NJ as pro-choice.""",Evan Jenkins,/web/20180119164739/http://www.politifact.com/truth-o-meter/statements/2017/oct/30/evan-jenkins/did-patrick-morrisey-once-support-abortion-rights/,0,"['Says', 'Patrick', 'Morrisey', 'ran', 'for', 'Congress', 'in', 'NJ', 'as', 'pro', 'choice']"
"""Ninety percent of people born in the 1940s ended up doing better financially than their parents. But those born in the 1980s, the much-maligned Millennials, have only a 50-50 chance of doing better (financially) than their parents, despite being the best-educated generation in our history.""",Delaine Eastin,/web/20180119164739/http://www.politifact.com/california/statements/2017/oct/27/delaine-eastin/do-millennials-have-only-50-50-chance-doing-better/,1,"['Ninety', 'percent', 'of', 'people', 'born', 'in', 'the', '1940s', 'ended', 'up', 'doing', 'better', 'financially', 'than', 'their', 'parents', 'But', 'those', 'born', 'in', 'the', '1980s', 'the', 'much', 'maligned', 'Millennials', 'have', 'only', 'a', '50', '50', 'chance', 'of', 'doing', 'better', 'financially', 'than', 'their', 'parents', 'despite', 'being', 'the', 'best', 'educated', 'generation', 'in', 'our', 'history']"
"What Republicans call the ""death tax"" is the estate tax ""on the ultra wealthy"" which, in 2016, was paid by only ""two out of every 1,000 people.""",Mark Pocan,/web/20180119164739/http://www.politifact.com/wisconsin/statements/2017/oct/27/mark-pocan/death-tax-republicans-want-repeal-paid-only-2-1000/,1,"['What', 'Republicans', 'call', 'the', 'death', 'tax', 'is', 'the', 'estate', 'tax', 'on', 'the', 'ultra', 'wealthy', 'which', 'in', '2016', 'was', 'paid', 'by', 'only', 'two', 'out', 'of', 'every', '1', '000', 'people']"
"Says Roy Moore ""has advocated getting the federal government out of health care altogether, which means doing away with Medicaid, which means doing away with Medicare.""",Doug Jones,/web/20180119164739/http://www.politifact.com/truth-o-meter/statements/2017/oct/26/doug-jones/does-roy-moore-want-end-medicaid-and-medicare-his-/,0,"['Says', 'Roy', 'Moore', 'has', 'advocated', 'getting', 'the', 'federal', 'government', 'out', 'of', 'health', 'care', 'altogether', 'which', 'means', 'doing', 'away', 'with', 'Medicaid', 'which', 'means', 'doing', 'away', 'with', 'Medicare']"
"Says the GOP plan he supports is ""the biggest tax cut in U.S. history.""",Donald Trump,/web/20180119164739/http://www.politifact.com/truth-o-meter/statements/2017/oct/26/donald-trump/donald-trump-wrong-his-tax-plan-biggest-cut-ever/,0,"['Says', 'the', 'GOP', 'plan', 'he', 'supports', 'is', 'the', 'biggest', 'tax', 'cut', 'in', 'U', 'S', 'history']"
"""The Travis County propositions will not raise your taxes! If you are 65 or older, your property taxes are frozen.""",Travis Forward,/web/20180119164739/http://www.politifact.com/texas/statements/2017/oct/25/travis-forward/travis-forward-pac-inaccurately-says-proposed-coun/,0,"['The', 'Travis', 'County', 'propositions', 'will', 'not', 'raise', 'your', 'taxes', 'If', 'you', 'are', '65', 'or', 'older', 'your', 'property', 'taxes', 'are', 'frozen']"
"Insurance companies ""have made a fortune with Obamacare.""",Donald Trump,/web/20180119165140/http://www.politifact.com/truth-o-meter/statements/2017/oct/23/donald-trump/trump-says-insurers-made-fortune-obamacare-they-di/,0,"['Insurance', 'companies', 'have', 'made', 'a', 'fortune', 'with', 'Obamacare']"
"""The KKK was founded as the military arm of the Democratic Party.""",Dane County Republican Party,/web/20180119165140/http://www.politifact.com/wisconsin/statements/2017/oct/23/dane-county-republican-party/debunking-claim-kkk-was-founded-military-arm-democ/,0,"['The', 'KKK', 'was', 'founded', 'as', 'the', 'military', 'arm', 'of', 'the', 'Democratic', 'Party']"
"At a 2015 dedication of an FBI building in Florida, Rep. Frederica Wilson ""stood up there ... and talked about how she was instrumental in getting the funding for that building, and how she took care of her constituents because she got the money, and she just called up President Obama, and on that phone call he gave the money -- the $20 million -- to build the building. And she sat down.""",John Kelly,/web/20180119165140/http://www.politifact.com/truth-o-meter/statements/2017/oct/20/john-kelly/fact-checking-john-kelly-frederica-wilsons-2015-sp/,0,"['At', 'a', '2015', 'dedication', 'of', 'an', 'FBI', 'building', 'in', 'Florida', 'Rep', 'Frederica', 'Wilson', 'stood', 'up', 'there', 'and', 'talked', 'about', 'how', 'she', 'was', 'instrumental', 'in', 'getting', 'the', 'funding', 'for', 'that', 'building', 'and', 'how', 'she', 'took', 'care', 'of', 'her', 'constituents', 'because', 'she', 'got', 'the', 'money', 'and', 'she', 'just', 'called', 'up', 'President', 'Obama', 'and', 'on', 'that', 'phone', 'call', 'he', 'gave', 'the', 'money', 'the', '20', 'million', 'to', 'build', 'the', 'building', 'And', 'she', 'sat', 'down']"
"An undocumented immigrant ""was arrested on suspicion of arson in (the) Wine Country fires that have killed at least 40 residents.""",Breitbart,/web/20180119165140/http://www.politifact.com/california/statements/2017/oct/20/breitbart/breitbarts-false-and-inflammatory-claim-about-dead/,0,"['An', 'undocumented', 'immigrant', 'was', 'arrested', 'on', 'suspicion', 'of', 'arson', 'in', 'the', 'Wine', 'Country', 'fires', 'that', 'have', 'killed', 'at', 'least', '40', 'residents']"
"NFL players taking a knee during the national anthem is ""against the law.""",Roy Moore,/web/20180119165429/http://www.politifact.com/truth-o-meter/statements/2017/oct/19/roy-moore/it-against-law-nfl-players-kneel-national-anthem-r/,0,"['NFL', 'players', 'taking', 'a', 'knee', 'during', 'the', 'national', 'anthem', 'is', 'against', 'the', 'law']"
"""We're the highest developed nation taxed in the world.""",Donald Trump,/web/20180119165429/http://www.politifact.com/truth-o-meter/statements/2017/oct/18/donald-trump/once-again-trump-overstates-us-tax-ranking/,0,"['We', 're', 'the', 'highest', 'developed', 'nation', 'taxed', 'in', 'the', 'world']"
"""Our tax code has nearly doubled since 1985.""",Roy Blunt,/web/20180119165429/http://www.politifact.com/missouri/statements/2017/oct/17/roy-blunt/tax-code-so-long-nobodys-really-sure-its-length/,1,"['Our', 'tax', 'code', 'has', 'nearly', 'doubled', 'since', '1985']"
"The Obama administration ""borrowed more than $10 trillion, right? And yet, we picked up $5.2 trillion just in the stock market. ... Maybe in a sense we’re reducing debt.""",Donald Trump,/web/20180119165719/http://www.politifact.com/truth-o-meter/statements/2017/oct/12/donald-trump/donald-trumps-misleading-linkage-between-stock-gai/,0,"['The', 'Obama', 'administration', 'borrowed', 'more', 'than', '10', 'trillion', 'right', 'And', 'yet', 'we', 'picked', 'up', '5', '2', 'trillion', 'just', 'in', 'the', 'stock', 'market', 'Maybe', 'in', 'a', 'sense', 'we', 're', 'reducing', 'debt']"
"A Homeland Security study ""showed 120 murders took place that could have been prevented had communities been working with ICE and Homeland Security.""",Casey Cagle,/web/20180119165719/http://www.politifact.com/georgia/statements/2017/oct/12/casey-cagle/georgia-lt-gov-casey-cagle-misleads-claim-about-ho/,0,"['A', 'Homeland', 'Security', 'study', 'showed', '120', 'murders', 'took', 'place', 'that', 'could', 'have', 'been', 'prevented', 'had', 'communities', 'been', 'working', 'with', 'ICE', 'and', 'Homeland', 'Security']"
"A viral image shows LeBron James wearing a T-shirt that reads, ""We march, y’all mad. We sit down, y’all mad. We speak up, y’all mad. We die, y’all silent.""",Viral image,/web/20180119165719/http://www.politifact.com/punditfact/statements/2017/oct/12/viral-image/fake-photo-changes-social-message-lebron-james-t-s/,0,"['A', 'viral', 'image', 'shows', 'LeBron', 'James', 'wearing', 'a', 'T', 'shirt', 'that', 'reads', 'We', 'march', 'y', 'all', 'mad', 'We', 'sit', 'down', 'y', 'all', 'mad', 'We', 'speak', 'up', 'y', 'all', 'mad', 'We', 'die', 'y', 'all', 'silent']"
"""Bob Corker gave us the Iran Deal.""",Donald Trump,/web/20180119165719/http://www.politifact.com/truth-o-meter/statements/2017/oct/12/donald-trump/sen-bob-corker-responsible-iran-deal-donald-trump-/,0,"['Bob', 'Corker', 'gave', 'us', 'the', 'Iran', 'Deal']"
"""One in 10 babies born in this country is born in Texas.""",Joyce Mauk,/web/20180119165719/http://www.politifact.com/texas/statements/2017/oct/12/joyce-mauk/fort-worth-pediatrician-says-1-10-us-born-babies-b/,1,"['One', 'in', '10', 'babies', 'born', 'in', 'this', 'country', 'is', 'born', 'in', 'Texas']"
"""Under his leadership, Tallahassee reduced its carbon intensity by roughly 40 percent.""",Andrew Gillum,/web/20180119165719/http://www.politifact.com/florida/statements/2017/oct/12/andrew-gillum/gillum-campaign-changes-website-after-touting-fals/,0,"['Under', 'his', 'leadership', 'Tallahassee', 'reduced', 'its', 'carbon', 'intensity', 'by', 'roughly', '40', 'percent']"
"""There have been more than 270 mass shootings in the United States in the last year alone. That’s where four or more are killed.""",Hillary Clinton,/web/20180119165719/http://www.politifact.com/california/statements/2017/oct/10/hillary-clinton/hillary-clintons-false-claim-mass-shootings/,0,"['There', 'have', 'been', 'more', 'than', '270', 'mass', 'shootings', 'in', 'the', 'United', 'States', 'in', 'the', 'last', 'year', 'alone', 'That', 's', 'where', 'four', 'or', 'more', 'are', 'killed']"
"""I personally am pro-choice. I always have been. And I made no qualms about that when I was elected governor.""",Bruce Rauner,/web/20180119165719/http://www.politifact.com/illinois/statements/2017/oct/10/bruce-rauner/rauner-consistent-start-his-pro-choice-views/,1,"['I', 'personally', 'am', 'pro', 'choice', 'I', 'always', 'have', 'been', 'And', 'I', 'made', 'no', 'qualms', 'about', 'that', 'when', 'I', 'was', 'elected', 'governor']"
"Says Winston Churchill said, ""A lie gets halfway around the world before the truth has a chance to get its pants on.""",Colin Kaepernick,/web/20180119165719/http://www.politifact.com/punditfact/statements/2017/oct/09/colin-kaepernick/nfls-colin-kaepernick-incorrectly-credits-winston-/,0,"['Says', 'Winston', 'Churchill', 'said', 'A', 'lie', 'gets', 'halfway', 'around', 'the', 'world', 'before', 'the', 'truth', 'has', 'a', 'chance', 'to', 'get', 'its', 'pants', 'on']"
"Trump’s tax plan is ""completely focused on the wealthy and the powerful - not the middle class.""",Charles Schumer,/web/20180119165719/http://www.politifact.com/new-york/statements/2017/oct/08/charles-schumer/does-trumps-tax-plan-do-nothing-low-income-earners/,0,"['Trump', 's', 'tax', 'plan', 'is', 'completely', 'focused', 'on', 'the', 'wealthy', 'and', 'the', 'powerful', 'not', 'the', 'middle', 'class']"
"Says Sen. Dianne Feinstein said ""if she had 51 votes in the Senate for 'Mr. and Ms. America, turn in all of your guns,' they would do it.""",Chris Cox,/web/20180119165719/http://www.politifact.com/truth-o-meter/statements/2017/oct/08/chris-cox/nras-chris-cox-falsely-says-dianne-feinstein-wante/,0,"['Says', 'Sen', 'Dianne', 'Feinstein', 'said', 'if', 'she', 'had', '51', 'votes', 'in', 'the', 'Senate', 'for', 'Mr', 'and', 'Ms', 'America', 'turn', 'in', 'all', 'of', 'your', 'guns', 'they', 'would', 'do', 'it']"
"North Carolina has ""the strictest anti-gerrymandering standards in the entire country.""",Phil Berger,/web/20180119165835/http://www.politifact.com/north-carolina/statements/2017/oct/05/phil-berger/berger-says-nc-has-strictest-anti-gerrymandering-s/,0,"['North', 'Carolina', 'has', 'the', 'strictest', 'anti', 'gerrymandering', 'standards', 'in', 'the', 'entire', 'country']"
"""The crowd (in Las Vegas) fled at the sound of gunshots. Imagine the deaths if the shooter had a silencer ...""",Hillary Clinton,/web/20180119165835/http://www.politifact.com/truth-o-meter/statements/2017/oct/04/hillary-clinton/no-gun-silencers-wouldnt-have-worsened-las-vegas-s/,0,"['The', 'crowd', 'in', 'Las', 'Vegas', 'fled', 'at', 'the', 'sound', 'of', 'gunshots', 'Imagine', 'the', 'deaths', 'if', 'the', 'shooter', 'had', 'a', 'silencer']"
"Bryan County, Ga., has ""corrupted voter rolls.""",Public Interest Legal Foundation,/web/20180119165835/http://www.politifact.com/georgia/statements/2017/oct/04/public-interest-legal-foundation/anti-vote-fraud-group-levels-false-charge-corrupte/,0,"['Bryan', 'County', 'Ga', 'has', 'corrupted', 'voter', 'rolls']"
"90 percent of Americans ""support universal background checks"" for gun purchases.",Chris Abele,/web/20180119170045/http://www.politifact.com/wisconsin/statements/2017/oct/03/chris-abele/do-90-americans-support-background-checks-all-gun-/,1,"['90', 'percent', 'of', 'Americans', 'support', 'universal', 'background', 'checks', 'for', 'gun', 'purchases']"
Said there is cholera in Puerto Rico after Hurricane Maria.,Paul Krugman,/web/20180119170045/http://www.politifact.com/punditfact/statements/2017/oct/02/paul-krugman/paul-krugmans-wrongly-tweets-about-cholera-puerto-/,0,"['Said', 'there', 'is', 'cholera', 'in', 'Puerto', 'Rico', 'after', 'Hurricane', 'Maria']"
"Some states hit hardest by opioid deaths ""have more opioid prescriptions than residents.""",Eric Schneiderman,/web/20180119170045/http://www.politifact.com/new-york/statements/2017/oct/02/eric-schneiderman/do-some-states-have-more-opioid-prescriptions-resi/,1,"['Some', 'states', 'hit', 'hardest', 'by', 'opioid', 'deaths', 'have', 'more', 'opioid', 'prescriptions', 'than', 'residents']"
"While Mayor Rick Kriseman said he would dip into reserves this year because of Hurricane Irma, he ""went into the emergency reserves before Irma ever hit.""",Rick Baker,/web/20180119170045/http://www.politifact.com/florida/statements/2017/sep/29/rick-baker/rick-baker-says-kriseman-tapped-reserves-irma-hes-/,1,"['While', 'Mayor', 'Rick', 'Kriseman', 'said', 'he', 'would', 'dip', 'into', 'reserves', 'this', 'year', 'because', 'of', 'Hurricane', 'Irma', 'he', 'went', 'into', 'the', 'emergency', 'reserves', 'before', 'Irma', 'ever', 'hit']"
"Says ""No, I don't benefit, I don't benefit"" from his tax proposal.",Donald Trump,/web/20180119170045/http://www.politifact.com/truth-o-meter/statements/2017/sep/28/donald-trump/donald-trumps-dubious-claim-his-tax-plan-wont-bene/,0,"['Says', 'No', 'I', 'don', 't', 'benefit', 'I', 'don', 't', 'benefit', 'from', 'his', 'tax', 'proposal']"
"""We have one senator who’s a ‘yes’ vote ... but he’s in the hospital. And he’s a ‘yes’ vote. So we can’t do it by Friday. So we have the votes"" to pass a health care bill.",Donald Trump,/web/20180119170045/http://www.politifact.com/truth-o-meter/statements/2017/sep/28/donald-trump/donald-trump-wrongly-blames-hospitalized-senator-g/,0,"['We', 'have', 'one', 'senator', 'who', 's', 'a', 'yes', 'vote', 'but', 'he', 's', 'in', 'the', 'hospital', 'And', 'he', 's', 'a', 'yes', 'vote', 'So', 'we', 'can', 't', 'do', 'it', 'by', 'Friday', 'So', 'we', 'have', 'the', 'votes', 'to', 'pass', 'a', 'health', 'care', 'bill']"
"Florida’s coastal and stormwater infrastructure are ""two of the most critical areas during a storm, and received D-plus and D ratings, respectively, by the American Society of Civil Engineers in 2016.""",Gwen Graham,/web/20180119170440/http://www.politifact.com/florida/statements/2017/sep/25/gwen-graham/taking-closer-look-gwen-grahams-claim-about-storm-/,1,"['Florida', 's', 'coastal', 'and', 'stormwater', 'infrastructure', 'are', 'two', 'of', 'the', 'most', 'critical', 'areas', 'during', 'a', 'storm', 'and', 'received', 'D', 'plus', 'and', 'D', 'ratings', 'respectively', 'by', 'the', 'American', 'Society', 'of', 'Civil', 'Engineers', 'in', '2016']"
